name,value
solver_time,0.8882079124450684
total_time,43.6371853351593
obj_value,15236.307672381097
gap_to_opt,0.0
total_cost,15563.0
cmd,RSP-CC
gap,0.05
time_limit,
gurobi_log,
gurobi_threads,
gurobi_mem,
input,../../pa-lukas-rose/results/1000x1000-15features-seed0-binary
output,../tests/brandt/congen/09-1000x1000-15features-seed0-binary/bc-CC
metric,['bc']
metric_weight,2.0
cost_weight,
metric_min,
metric_min_type,
metric_max,
metric_max_type,
con_matrix,
con_edgelist,
feature_edgelist,['../../pa-lukas-rose/results/1000x1000-15features-seed0-binary/probability.csv']
pu_data,
complete_graph,mean
